avg_tone_neighbours,tone_tweet
0.02657454745507401,-0.013888888888888888
0.027376061085643753,0.09375
0.024778436622931596,0.1118421052631579
0.02836473676378939,0.08333333333333333
0.011242294974901822,0.01293103448275862
0.047856015446931126,-0.028409090909090908
0.1118421052631579,0.0625
0.025095309926729335,0.05859375
0.027499666562317178,0.022058823529411766
0.026925343290947232,0.048999999999999995
0.026655532229936336,-0.017857142857142856
0.07807142857142857,0.026785714285714284
0.026861059325144064,0.08333333333333333
0.04876250003129702,0.046875
0.028885004239549976,0.015625
0.03138547009955484,-0.07954545454545454
0.02758012187209809,0.125
0.04987857145986845,0.015625
0.027477498150514125,0.03571428571428571
0.06604458250604868,0.0
0.026655532229936336,-0.017857142857142856
0.020678855845096683,0.275
0.024848612061528087,0.020833333333333332
0.02155373502367552,-0.03571428571428571
0.0237400803348926,0.125
0.045253815452713085,0.0
0.026291100743055868,0.0
0.06502417434278336,0.03571428571428571
0.024739433811802235,-0.125
0.02748823050091254,0.07142857142857142
0.016569499171279357,0.013888888888888888
0.02756463867185065,-0.015625
0.023967540806625547,0.1875
0.027537699016678237,0.0
0.031176042551162977,0.007575757575757576
0.027465859936218463,0.041666666666666664
0.005876355171698308,0.10416666666666667
0.019994376974768222,-0.03333333333333333
0.02495995476246318,0.017857142857142856
0.027475929823139802,-0.004807692307692308
0.018442492737835874,-0.008928571428571428
0.025862513476415955,-0.009615384615384616
0.02590919010076248,-0.04807692307692308
0.02544076060700145,0.041666666666666664
0.021502829566387143,-0.00625
0.022872640170553397,-0.03409090909090909
0.02755729149316726,-0.011363636363636364
0.027390202297653245,0.045
0.0274703498787472,0.0390625
0.021342546737585785,0.125
0.020637065338746045,0.25
0.01830561028239047,-0.015625
-0.03611111111111111,0.08035714285714286
0.02886021757430231,0.011363636363636364
0.04894851193605893,0.041666666666666664
0.027685874833181003,0.0625
0.016171430894605213,-0.041666666666666664
0.0230381135730077,-0.03260869565217391
0.0258620938134893,-0.014700000000000001
0.02565334564101505,0.03125
0.027923926721942695,0.03125
0.012400793650793655,-0.016666666666666666
0.04881323055077754,0.045454545454545456
0.02750537143047134,0.01875
0.022728536086231925,0.005681818181818182
0.028520737871615062,0.02358490566037736
0.022229526278645714,-0.25
0.027705323537751035,-0.09722222222222222
0.027585591736984747,-0.027777777777777776
0.027268302464954097,0.15625
0.025097493169742812,0.09375
0.026275833942134577,0.04741379310344827
-0.015625,0.06818181818181818
0.024545150070336003,0.023809523809523808
0.029801595925239028,0.13636363636363635
0.02459635334734573,0.0
0.024327536143044656,0.125
0.02754990674036012,0.14285714285714285
0.05018859130113829,0.006944444444444444
0.02397045820056783,0.013888888888888888
0.02366979636843015,0.0
0.024843929204461195,0.14583333333333334
0.02762712318813494,0.09722222222222222
0.0258856659672076,0.0
0.028462174160262154,0.022727272727272728
0.020931902847966866,0.4375
0.02846521907890193,0.020833333333333332
0.021539655804602872,-0.025
0.03789285714285714,0.10714285714285714
0.026046640673077454,-0.013888888888888888
0.027160543844264442,0.21875
0.02392460648933711,0.017857142857142856
0.024131348881010744,-0.09375
0.01977148267403513,0.03571428571428571
0.021457527026679087,0.0375
0.02628035156618322,0.04375
0.025993974740045517,0.05
0.02829774855371436,0.125
0.021486560533856253,0.125
0.016651198517684585,0.0125
0.032687640928451146,0.041666666666666664
0.026076076546285253,-0.016666666666666666
0.02144883103842833,0.04411764705882353
0.028156553509968384,-0.04807692307692308
0.021342546737585785,0.125
0.022145257649692617,0.16666666666666666
0.021309695226416275,0.15
0.020833333333333332,-0.025
0.024962748307438547,-0.041666666666666664
0.027594222266909146,0.11666666666666667
0.026359985762648492,-0.020833333333333332
0.021598970605798698,0.03125
0.022635897746310973,0.03125
0.022617026973364117,0.036458333333333336
0.02151246834708327,-0.004310344827586207
0.02151246834708327,-0.004310344827586207
0.01814003359361121,0.05241935483870968
0.024978394889640675,-0.016666666666666666
0.024965841894370257,0.011363636363636364
0.02669571540980015,0.08928571428571429
0.027791627794263914,0.0
0.021342546737585785,0.125
0.0318452380952381,-0.05555555555555555
0.027408388671850647,0.075
0.06604458250604868,0.0
0.021329374064054267,0.0
0.02156155681204921,-0.041666666666666664
0.045253815452713085,0.0
0.044281593230490864,0.09722222222222222
0.02144110127109433,0.05
0.02755206683277019,-0.008333333333333333
0.026291100743055868,0.0
0.024566484769090055,0.013888888888888888
0.024579552272076914,0.0078125
0.024915741688906656,0.010416666666666666
0.027897380755346823,-0.0625
0.024694105058000668,-0.045454545454545456
0.02759927537135804,-0.03571428571428571
0.02783392897869708,-0.025
0.022839702094137063,-0.025
0.028247666308976842,0.013888888888888888
0.028003133716429734,-0.125
0.021523230049018113,-0.0125
0.02558274396943845,0.06896551724137931
0.021748317290330645,0.0625
0.024953478917365397,0.025
0.02264847826160888,0.027777777777777776
0.02156155681204921,-0.041666666666666664
0.024961978464056237,0.015625
0.025119116275461355,0.03260869565217391
0.023857757496846214,-0.125
0.027477498150514125,0.03571428571428571
0.02208005887540201,-0.041666666666666664
0.024827229537823424,-0.1875
0.0247298228776485,0.0
0.024416433791505848,0.009146341463414634
0.02149366368896555,0.01
0.014609999573447257,0.04807692307692308
0.022491002309182488,-0.019230769230769232
0.021499662660570417,0.005434782608695652
0.02813856554555185,-0.0375
0.021999576960976062,-0.375
0.02453812930794848,0.0
0.04881323055077754,0.045454545454545456
0.02714144087911029,-0.041666666666666664
0.025032808019813262,-0.0625
0.02747612266199843,0.03571428571428571
0.027944787139283597,-0.2361111111111111
0.027578108499436857,-0.0234375
0.023747078471826024,0.1
0.02597222319203546,0.015625
0.027991781015164714,-0.08333333333333333
0.024202651972097502,0.022435897435897436
0.02281243655010596,0.17045454545454544
0.02463622335654629,0.03125
0.024805433395135454,-0.09722222222222222
0.021215646638481644,-0.039473684210526314
0.02718079520928521,0.05625
0.029295344584098708,-0.14285714285714285
0.027585591736984747,-0.027777777777777776
0.024877699350033287,-0.00625
0.024910236119861616,0.05
0.023843922934171494,-0.007352941176470588
0.025357783465625717,0.020833333333333332
0.023571659799916607,-0.015151515151515152
0.02767624581470779,-0.08035714285714286
0.025618942578065372,0.0
0.025841245213831618,0.03571428571428571
0.027558421828349323,-0.01201923076923077
0.027821842926001886,-0.017857142857142856
0.021647576532677733,0.0
0.027383758129978727,0.08928571428571429
0.024551550479962218,0.020833333333333332
0.027518106540189206,0.011363636363636364
0.024332953573021114,0.06439393939393939
0.027465859936218463,0.041666666666666664
0.02750177947644835,0.020833333333333332
0.023881228340991458,0.058823529411764705
0.027812778386480493,-0.0125
0.02471156072061762,-0.05357142857142857
0.02144707427312515,0.045454545454545456
0.02127684371524676,0.175
0.027106664533919616,0.25
0.02495477628641383,-0.16666666666666666
0.02784450427480537,-0.03125
0.028498713183939442,0.0
0.02531160646710706,0.041666666666666664
0.029175874139958882,0.0
0.027518106540189206,0.011363636363636364
0.027765189553993184,0.015625
0.02544076060700145,0.041666666666666664
0.01952509351381511,0.020833333333333332
0.0272263963346859,0.18055555555555555
0.021301482348623894,0.15625
0.02339027872819475,0.09375
0.045753815452713086,-0.05
0.045878815452713086,-0.0625
0.004610858035078428,0.04807692307692308
0.024940560526969434,0.0661764705882353
0.026291100743055868,0.0
0.02825179929183323,0.011363636363636364
0.01875778954904265,0.03571428571428571
0.024557950889588433,0.017857142857142856
0.027549672196754867,-0.006944444444444444
0.0276407724799466,-0.059782608695652176
0.02147030261435612,0.027777777777777776
0.02745149212012651,0.05
0.026262407832268367,-0.08333333333333333
0.028142629370795876,-0.008333333333333333
0.026392962725997466,0.21428571428571427
0.045253815452713085,0.0
0.021534180552741287,-0.020833333333333332
0.021427324830926468,0.06048387096774194
0.023345832332883273,0.013888888888888888
0.02441714187781168,0.08333333333333333
0.027694009676341228,0.057692307692307696
0.021867611202624124,-0.03125
0.025466398678225633,0.023809523809523808
0.02538043683631977,0.057291666666666664
0.02771729671782766,-0.10416666666666667
0.02735810131552881,0.10416666666666667
0.05073422622177321,-0.008333333333333333
0.027465859936218463,0.041666666666666664
0.024366560734024878,0.027777777777777776
0.02484276911795505,-0.11458333333333333
0.027618517982195473,-0.046875
0.02112555206735315,0.008333333333333333
0.025016142241988084,-0.04411764705882353
0.027537699016678237,0.0
0.027494595568402374,0.025
0.020598335407287307,-0.006578947368421052
0.02059010143060593,0.0
0.05711601107747724,0.3125
0.017402327956595548,0.049342105263157895
0.02493178290136182,0.013513513513513514
0.024509572748681725,0.045454545454545456
0.02182481876692066,0.14583333333333334
0.021273595620747775,-0.1125
0.027494595568402374,0.025
0.025321640059733377,0.014705882352941176
0.029039192087493303,0.03515625
0.024551550479962218,0.020833333333333332
0.027518106540189206,0.011363636363636364
0.02139729925620164,0.08333333333333333
0.025717989950417002,0.052083333333333336
0.023584158623556735,-0.03125
0.02721442315460927,0.1875
0.027903416267230665,0.026785714285714284
0.028044819915069533,0.010696969696969696
0.02156155681204921,-0.041666666666666664
0.025716881143986407,0.275
0.025963186562705617,0.075
