tone_y,tone_x
0.026574547455074007,-0.013888888888888888
0.025712060107921545,0.3125
0.02589781185617329,0.022727272727272728
0.025861077659972757,0.09375
0.025906445198139966,0.009259259259259259
0.025830445270437662,0.1118421052631579
0.025903946072833823,0.013157894736842105
0.026230291725441196,0.08333333333333333
0.011242294974901822,0.01293103448275862
0.025880329338690774,0.05
0.02595973826437878,-0.028409090909090908
0.025872316518177955,0.0625
0.025864339831394478,0.05859375
0.02587632292843436,0.05625
0.025912380620742057,0.0
0.025902637762274545,0.022058823529411766
0.02587044661051606,0.048999999999999995
0.0259130036715327,-0.017857142857142856
0.025895210291071728,0.026785714285714284
0.026861059325144068,0.08333333333333333
0.02586277744613888,0.07738095238095238
0.025912380620742057,0.0
0.02604592217351106,0.046875
0.02589864435700579,0.02142857142857143
0.028885004239549976,0.015625
0.03138547009955484,-0.07954545454545454
0.02605298050049438,0.125
0.026065928575559713,0.015625
0.02591865986807937,0.03571428571428571
0.02622443375485208,0.0
0.025928406261767695,-0.025
0.0259130036715327,-0.017857142857142856
0.025898240349248845,0.022058823529411766
0.020678855845096683,0.275
0.025888375742703622,0.020833333333333332
0.02582573123721978,-0.03571428571428571
0.0237400803348926,0.125
0.026055762417490046,0.0
0.02590163693515005,0.0
0.026201583923940827,0.03571428571428571
0.02590347748683892,0.013888888888888888
0.02592673154287547,-0.125
0.02748823050091254,0.07142857142857142
0.025837927905478484,0.013888888888888888
0.025924483457074203,-0.015625
0.02595244472330616,-0.0625
0.023967540806625547,0.1875
0.025915425486059712,0.0
0.025888342159203593,0.0375
0.031176042551162977,0.007575757575757576
0.025912380620742057,0.0
0.025872316518177955,0.0625
0.027465859936218463,0.041666666666666664
0.025899025919887353,0.020833333333333332
0.02582321293916389,0.10416666666666667
0.025601930222105433,-0.03333333333333333
0.025892348569460006,0.03125
0.025752124210485648,0.25
0.026006068433673358,0.017857142857142856
0.02591821255406417,-0.004807692307692308
0.025878039961401398,0.05357142857142857
0.02589557073704952,-0.008928571428571428
0.026081065865612898,-0.009615384615384616
0.025912380620742057,0.0
0.02610293143608563,-0.04807692307692308
0.02585896181732325,0.08333333333333333
0.025778833612195046,0.20833333333333334
0.025875114550257202,0.041666666666666664
0.02578721044941851,-0.00625
0.025926227448090304,-0.03409090909090909
0.025818897714759148,0.14583333333333334
0.025922013101342976,-0.011363636363636364
0.02586230049253693,0.078125
0.02588933852953797,0.045
0.025892780558523478,0.0390625
0.025992508825870262,-0.125
0.02586867432703576,0.06818181818181818
0.025729437477055438,0.125
0.02566852936118278,0.25
0.02585679867842534,-0.015625
0.025940425492536928,-0.04375
0.025878480226264735,0.052884615384615384
0.025836469689567966,0.11842105263157894
0.025860869631731065,0.08035714285714286
0.0258886389303337,0.037037037037037035
0.028860217574302318,0.011363636363636364
0.025947993156354588,-0.05555555555555555
0.02588156208030813,0.04807692307692308
0.026049256573852504,0.041666666666666664
0.0260890659508408,0.0625
0.02537090178817178,-0.041666666666666664
0.025819577679819992,-0.03260869565217391
0.026094349813991863,-0.014700000000000001
0.025881745146480412,0.03125
0.025912380620742057,0.0
0.02588233254381898,0.046875
0.02594493270407539,-0.05078125
0.025985224443585878,-0.11363636363636363
0.025900933734295167,0.017857142857142856
0.02595008801139062,-0.058823529411764705
0.025921519756429326,0.03125
0.025923064381425817,-0.016666666666666666
0.02604683155542236,0.045454545454545456
0.02590455592084232,0.01875
0.025901400527195965,0.005681818181818182
0.028520737871615062,0.02358490566037736
0.026045927629289062,-0.20833333333333334
0.025963467547112023,-0.25
0.027705323537751035,-0.09722222222222222
