tone_y,tone_x
0.023888324568901335,0.09868421052631579
0.023949157441564718,0.0
0.023887839365762813,0.09615384615384616
0.02406235130824795,-0.15
0.024311321118805594,0.09259259259259259
0.023973287118413993,-0.022727272727272728
0.023797843351020097,-0.022727272727272728
0.02376341617648788,-0.046511627906976744
0.02396904596651714,-0.016666666666666666
0.024013983465659552,-0.08088235294117647
0.023964672278623506,-0.010416666666666666
0.023968317018534867,-0.015625
0.023955422283664454,0.0125
0.023932390296551462,0.03571428571428571
0.023920935399687187,0.052083333333333336
0.024001119677737107,-0.0625
0.02395738279880079,0.0
0.02395738279880079,0.0
0.024444354798753697,-0.04807692307692308
0.02395738279880079,0.0
0.023571245669625363,0.0
0.023817910208434705,0.05
0.023909057506891936,0.03571428571428571
0.02384313132187042,-0.051470588235294115
0.023913645919864467,0.0625
0.023135551643357153,0.0
0.02407972844814281,-0.078125
0.01812076812076812,-0.007142857142857143
0.024371997784986846,0.0
0.023893765520347957,0.09090909090909091
0.02398362492616258,-0.0375
0.024353094669753453,0.028846153846153848
0.024205425163984974,-0.039473684210526314
0.02440178451202128,-0.045454545454545456
0.0243310410353145,0.0625
0.019459260825556032,0.041666666666666664
0.02395738279880079,0.0
0.023232492282091486,0.125
0.02438369971346466,-0.017857142857142856
0.02427869060930715,0.03125
0.024371997784986846,0.0
0.02395738279880079,0.0
0.023770524144702505,-0.056818181818181816
0.023922393295651732,0.05
0.02436107598507422,0.016666666666666666
0.03404986270270632,-0.005
0.023896602040172136,0.140625
0.023919994710017305,-0.022727272727272728
0.024001119677737107,-0.0625
0.023932390296551462,0.03571428571428571
0.010590277777777778,0.0375
0.02429042349209778,0.013157894736842105
0.023902711700130388,0.078125
0.02389175050577172,0.041666666666666664
0.024546554323418176,0.020833333333333332
0.023694961525182873,0.375
0.023834919537779095,0.175
0.023901717680154564,0.07954545454545454
0.023966130174588055,-0.0125
0.023945719631084435,0.016666666666666666
0.017206398519446765,0.10714285714285714
0.024523173772189384,0.05555555555555555
0.023964111549406378,-0.009615384615384616
0.024044856556673426,-0.125
0.024560126527544125,0.0
0.024441624259429834,-0.10625
0.021579922669190087,0.046875
0.02392822487950991,0.041666666666666664
0.02436107598507422,0.016666666666666666
0.023280760435922872,0.03365384615384615
0.024354569380870956,0.026595744680851064
0.023976405275445586,0.05092592592592592
0.024276432035751375,0.14583333333333334
0.023937196546984025,0.028846153846153848
0.012910242756232121,0.015151515151515152
0.02395738279880079,0.0
0.023771126990132938,-0.057692307692307696
0.024351519410150672,0.03125
0.02395738279880079,0.0
0.024392977257900766,0.03125
0.024191788086428523,0.275
0.024546554323418176,0.020833333333333332
0.02334541007793611,0.08333333333333333
0.02378881045609226,-0.08333333333333333
0.023908786266649322,0.06944444444444445
0.024249127535969806,0.1875
0.02392055174285441,0.05263157894736842
0.02395738279880079,0.0
0.023730321148522464,-0.05
0.02434469328520528,0.041666666666666664
0.007238579620035381,-0.037037037037037035
0.023791914076083037,0.022435897435897436
0.023444213149300158,0.046875
0.02389177748039631,0.09375
0.02391337722465107,-0.0125
