,id,created_at,text
1,1401302676873400321,2021-06-05T22:19:27.000Z,It's just me or anyone else see the similarity between those people 🤔 One of them is legendary musician Jack White 🤩🎸🤟 other is young rising musician Alex Mattson from @BlindChannelFIN  🎸🤟 It look like father and son 😆 #EUROVISION #blindchannel #rockmusic #alternativerock https://t.co/HgFCRoB0I9
2,1401298466001895431,2021-06-05T22:02:43.000Z,Me waiting for the translation of @BlindChannelFIN interview https://t.co/ZxmnQZZHln
3,1401294407941427201,2021-06-05T21:46:36.000Z,"Tik Tok, plz stop giving me tik toks with maneskin and their musick, I want Blind Channel #TikTok #maneskin #blindchannel"
4,1401282489528762379,2021-06-05T20:59:14.000Z,Glow up #blindchannel #BlindChannel #jointothedarkside #JoinToTheDarkSide https://t.co/YMNnW7DUOF
6,1401271724478435333,2021-06-05T20:16:28.000Z,@BiancaDrawz_ @BlindChannelFIN on the mtv3 app but you have to make an account to watch it
7,1401271450204528641,2021-06-05T20:15:22.000Z,@oh_mybrien @BlindChannelFIN Where did you watch it? Do I have to make an account to watch it on the site?
10,1401266038713602050,2021-06-05T19:53:52.000Z,they’re pointing at someone who has an unhealthy obsession with blind channel  #blindchannel https://t.co/HVZ2jN6FBX
15,1401247001061232644,2021-06-05T18:38:13.000Z,Love this number from @BlindChannelFIN i did really well for the eurovision songs contest https://t.co/dySWQD6Un2
19,1401242905218588679,2021-06-05T18:21:57.000Z,Blind Channel now 😍😍😍 #BlindChannel #JoonasNordmanShow
20,1401242644064477184,2021-06-05T18:20:54.000Z,sold my soul   #joelhokka #blindchannel https://t.co/K9ltd2kvrS
21,1401238343216766986,2021-06-05T18:03:49.000Z,#JoonasNordmanShow w/ @BlindChannelFIN let's go
26,1401229066649411587,2021-06-05T17:26:57.000Z,STOP IT OMF  #blindchannel https://t.co/r9EdgBFBmC
27,1401202817310859266,2021-06-05T15:42:39.000Z,@oh_mybrien @BlindChannelFIN Niko being a great leader
28,1401200384488755208,2021-06-05T15:32:59.000Z,@oh_mybrien @BlindChannelFIN hahahaha ok i was surprised but wow!! that's so great i'm so proud of them
29,1401197116463144963,2021-06-05T15:20:00.000Z,@angeeolras @BlindChannelFIN at the moment (I forgot to specify it 😅)
30,1401196160719728642,2021-06-05T15:16:12.000Z,I am so proud of you guys 🖤 #BlindChannel #JoinTheDarkSide #DarkSide https://t.co/lZDO4o0HH0
31,1401196150531690498,2021-06-05T15:16:09.000Z,@oh_mybrien @BlindChannelFIN omg seriously? of all time ?
32,1401196145565745152,2021-06-05T15:16:08.000Z,so incredibly proud of you @BlindChannelFIN 🤘🏻💜 https://t.co/hOTTCzWac4
33,1401195002827509762,2021-06-05T15:11:36.000Z,@BlindChannelFIN being the most streamed finnish artists in the world = LEGENDS ONLY
35,1401184646721908742,2021-06-05T14:30:27.000Z,Tune in and listen to: Dark Side (Eurovision 2021 Finland) by @BlindChannelFIN -&gt; Only at https://t.co/NgQXzzmIaR #radio #stream https://t.co/IaKH8i8EAZ
37,1401143816552423426,2021-06-05T11:48:12.000Z,I hope @BlindChannelFIN are having a wonderful day x
38,1401137986494947331,2021-06-05T11:25:02.000Z,@JoelHokka et (And) @NikoVilhelm @BlindChannelFIN https://t.co/fYAvnPMTQU
39,1401133957517807618,2021-06-05T11:09:01.000Z,Three horsemen of the apocalypse😈  ( I put on the wallpaper right NOW )  #blindchannel @thealexmattson @JoelHokka https://t.co/GvHv6mdPGl
48,1401107231773499394,2021-06-05T09:22:50.000Z,@erb_radio @GhostsofSunset @thisismaneskin @BlindChannelFIN @SKAM_UK @davykmusic @TURNSTILEHC @DanDonovanMuso Thanks for including us Chris 🤘
50,1401089910233178114,2021-06-05T08:14:00.000Z,"This afternoon at 4pm, the Asahartz' #RockRevelation show will start off with music from @GhostsofSunset @thisismaneskin @BlindChannelFIN @50_Year_Storm @SKAM_UK @davykmusic @TURNSTILEHC @DanDonovanMuso https://t.co/2TDUlAVpu4"
55,1401076695109672960,2021-06-05T07:21:29.000Z,#nowplaying Dark Side by Blind Channel (@BlindChannelFIN) Listen now: https://t.co/ArYvuRiu1n
56,1401066440493617157,2021-06-05T06:40:44.000Z,You can live for those eyes👁️  #blindchannel #eyes https://t.co/nSuuem3Olj
58,1401053631621873664,2021-06-05T05:49:50.000Z,Joel is me when I have to speak in public  #blindchannel https://t.co/msRsBt5g3c
61,1400954779749212165,2021-06-04T23:17:02.000Z,Angelic voices ❤️ @BlindChannelFIN https://t.co/Ho7HtvQsMa
65,1400914353914777605,2021-06-04T20:36:24.000Z,"@BlindChannelFIN Well deserved boys, congrats from the states 👏🇺🇸🇺🇸"
66,1400903904217419780,2021-06-04T19:54:52.000Z,to all Finnish/Finnish speaking #blindchannel fans: PLEASE translate tomorrow's interview on mtv3 please please please thank you &lt;33
67,1400902150625148930,2021-06-04T19:47:54.000Z,@BlindChannelFIN Congrats 🙏
71,1400880481709723659,2021-06-04T18:21:48.000Z,⭐️Still not listened to the latest show? Simply click the link below to rock your weekend!👇  👉 https://t.co/vLtCmeFOhz   Ft @thisismaneskin @Neonfly @BlindChannelFIN @FMofficial @SkinnyKOfficial @MykeGrayMusic @truckerdiablo @_rhapsodyoffire @helloweenorg @rickywarwick  + more! https://t.co/ibIvJBJ0Vd
73,1400876836347957254,2021-06-04T18:07:19.000Z,@nowine4chuu @BlindChannelFIN yh sana
74,1400876371736514560,2021-06-04T18:05:28.000Z,@BlindChannelFIN French people are CHIC. Thank you for choosing our 🇫🇮 diamond to your hearts ❤️
75,1400872477702733827,2021-06-04T17:50:00.000Z,"Hell of a week, late tweets. This Saturday at 4pm, the Asahartz' #RockRevelation show on @erb_radio will start off with music from @GhostsofSunset @thisismaneskin @BlindChannelFIN @50_Year_Storm @SKAM_UK @davykmusic @turnstilehc @DanDonovanMuso Listen at https://t.co/d8s7Se1ciZ! https://t.co/Q8eVqUYnNI"
77,1400864386315689993,2021-06-04T17:17:51.000Z,@BlindChannelFIN Yesss deserved🖤🖤🖤
78,1400860505288413196,2021-06-04T17:02:25.000Z,gonna cry in a corner brb  #blindchannel https://t.co/yAQ7h7HPwc
80,1400854588115324928,2021-06-04T16:38:55.000Z,@Softkns @BlindChannelFIN Its one of the most beautiful records I own 🥺❤️
81,1400853363969904646,2021-06-04T16:34:03.000Z,@Gimmejagger @BlindChannelFIN This looks beautiful!!!!!!!!
82,1400853059266400259,2021-06-04T16:32:50.000Z,Two #journalists and a local official were killed on Friday in a landmine explosion in #Azerbaijan's Kalbajar district on territory that was vacated by ethnic #Armenian forces in November . #usa #ArmenianWarCrimes #France #justice #blindchannel https://t.co/atQLmi4POo
83,1400845876537462784,2021-06-04T16:04:18.000Z,Babysitting on the dark side  @BlindChannelFIN #BlindChannel #BlindChannelFanart https://t.co/wYskEE0GXh
85,1400833020756692998,2021-06-04T15:13:13.000Z,NOTICED NOTICED NOTICED THANK YOU KING  #blindchannel https://t.co/6yCfcSUCTR
86,1400822378662350854,2021-06-04T14:30:55.000Z,help  #blindchannel https://t.co/vbBIrK3Fak
88,1400816928092995585,2021-06-04T14:09:16.000Z,AAAAAH OUT OF TOWN IS STILL ONE OF MY FAVE TRACKS OF THEIRS  #blindchannel https://t.co/Dg5XBxxdaZ
90,1400816150951469059,2021-06-04T14:06:10.000Z,@BlindChannelFIN the happiness where I paused is just perfect 😂 https://t.co/gQoBgsgi4z
91,1400816006633820165,2021-06-04T14:05:36.000Z,ELEPHANT IN THE ROOM SUPREMACY  #blindchannel https://t.co/EjiBtCk2py
92,1400814598920495110,2021-06-04T14:00:00.000Z,HELP IT SOUNDS SO GOOD  #blindchannel https://t.co/2KTOqOHkzG
93,1400813524662861828,2021-06-04T13:55:44.000Z,HELP MY BLOOD BROTHERS VINYL FINALLY ARRIVED  #blindchannel https://t.co/O7Tgr9m6hl
98,1400800424106549251,2021-06-04T13:03:41.000Z,@BlindChannelFIN @thisismaneskin pls collab https://t.co/izWsZLmDck
100,1400797633191546880,2021-06-04T12:52:35.000Z,fix it @BlindChannelFIN
102,1400786589593346048,2021-06-04T12:08:42.000Z,WHY ARE THEY POSTING SO MUCH I NEED TO STUDY  #blindchannel https://t.co/wHaHgNCE8z
104,1400784256096509953,2021-06-04T11:59:26.000Z,THIS IS SO RANDOM I LOVE THEM  #blindchannel https://t.co/rwxcMhdqe4
105,1400783762628169729,2021-06-04T11:57:28.000Z,@BlindChannelFIN Congratulations🖤🖤🖤🖤🙌🙌🙌
106,1400780313664659465,2021-06-04T11:43:46.000Z,Joel showing his inner Indiana Jones  #blindchannel https://t.co/RmBuSFJNJC
107,1400780128909676551,2021-06-04T11:43:02.000Z,HE’S DOING IT AGAIN  #blindchannel https://t.co/w1pFQvqiFP
110,1400760546715131904,2021-06-04T10:25:13.000Z,another great coverspot on Spotify! #BlindChannel #JoinTheDarkSide #DarkSide https://t.co/Jjd0rtxkhp
111,1400758491208376323,2021-06-04T10:17:03.000Z,"@BlindChannelFIN legends!! congrats, guys!!"
113,1400755564410454019,2021-06-04T10:05:25.000Z,I see Måneskin fans saying that Thomas &amp; Ethan are not getting the recognition they deserve and that is SO TRUE but we as the Blind Channel fandom need to talk about this too  #blindchannel
115,1400749016745398272,2021-06-04T09:39:24.000Z,HE IS UNREAL  #blindchannel https://t.co/bQMQCJZVoM
116,1400748613114925056,2021-06-04T09:37:48.000Z,@BlindChannelFIN Woohoo! Congratulations🖤
117,1400746267567923204,2021-06-04T09:28:29.000Z,tom hardy eat your heart out joel hokka is coming  #blindchannel https://t.co/rBelIKm2KR
119,1400741942724599809,2021-06-04T09:11:18.000Z,"Its June already , tune in this SUNDAY 12-2 GMT for Skid's House of Loud , this week incl @alicecooper #diamondDave @Slayer @Korn @officialheart @theRATTpack #animals #drjohn. New music from @BlindChannelFIN #ellismanoband #RJArcher @rickywarwick #Brianmeacham + so much more https://t.co/t3Xrug6qSp"
120,1400740837252796416,2021-06-04T09:06:54.000Z,"@BlindChannelFIN congrats kings, you deserve it🖤🖤"
121,1400740083813212160,2021-06-04T09:03:55.000Z,@BlindChannelFIN Congratulations Guys 🖤🔥
122,1400739792644681732,2021-06-04T09:02:45.000Z,@BlindChannelFIN SOSOSOSO PROUD OF YOU
123,1400739732313739267,2021-06-04T09:02:31.000Z,@BlindChannelFIN what you deserve omg 😭 https://t.co/vwTXTCWJG4
124,1400739299759374337,2021-06-04T09:00:48.000Z,"@BlindChannelFIN Congratulations guys, absolutely smashing :)"
125,1400738964517052423,2021-06-04T08:59:28.000Z,@BlindChannelFIN You deserve it ♥️🖤🤘
126,1400738648946061318,2021-06-04T08:58:13.000Z,@BlindChannelFIN I'm proud of you guys❤️
127,1400738306195922945,2021-06-04T08:56:51.000Z,@BlindChannelFIN Deserved 🤘🏻🤘🏻
128,1400738263653101568,2021-06-04T08:56:41.000Z,@BlindChannelFIN Congrats you guys!! 🖤🖤🖤🖤
130,1400738142655758336,2021-06-04T08:56:12.000Z,@BlindChannelFIN We miss you on here :(
131,1400737945603223555,2021-06-04T08:55:25.000Z,@BlindChannelFIN proud
132,1400737753445318657,2021-06-04T08:54:39.000Z,@BlindChannelFIN You deserve everything 🖤
133,1400737738593341444,2021-06-04T08:54:35.000Z,@BlindChannelFIN LEGENDS
134,1400737699242381316,2021-06-04T08:54:26.000Z,@BlindChannelFIN PROUD OF YOU
139,1400723679311507460,2021-06-04T07:58:43.000Z,hello!!! i was wondering if you’re in the #blindchannel community could you rt this? i’d like to follow everyone or do a gain mutual thing! maybe comment aswell so others can find one another! :D
142,1400716974343270400,2021-06-04T07:32:05.000Z,Joel being a diva:  #blindchannel https://t.co/wmfs6PAXpR
144,1400687452466122754,2021-06-04T05:34:46.000Z,@elonmusk #blindchannel  https://t.co/XJQwvxcaQk  Blind Channel check it out...  https://t.co/LKYj63ASNv
145,1400665350354657282,2021-06-04T04:06:57.000Z,"@BlindChannelFIN Oulu - Blind Channel hometown - is the European Capital of Culture 2026! Good Oulu, Good Blind Channel! And 8.8. in Oulu to see! https://t.co/7hnANWfDgp"
148,1400624424886292481,2021-06-04T01:24:19.000Z,"Finished two movies of @BlindChannelFIN  They were great. It’s always good to see and get inspired by how any band progress. The struggle, the break of lifetime, post-gig stuff, everything. Pretty sure still surreal for them."
149,1400595196795146243,2021-06-03T23:28:11.000Z,source: Joonas' Instagram #BlindChannel #JoinTheDarkSide #DarkSide https://t.co/pq4uc9KL1D
150,1400593838541053957,2021-06-03T23:22:47.000Z,@BlindChannelFIN hi bitches i love you  take me to finland i don’t wanna live here anymore
151,1400593740797034500,2021-06-03T23:22:24.000Z,"from Joel's Instagram we love you too, Joel 🖤 #BlindChannel #JoinTheDarkSide #DarkSide https://t.co/uCKbMZcTQK"
152,1400593343663509507,2021-06-03T23:20:49.000Z,"Don't miss #LauriYlonen (from #TheRasmus)'s ""Bedroom Sessions"" series on Sunday 06/06, he will be singing #DarkSide together with #BlindChannel on his Youtube channel! Click the following link and activate your notification! #JoinTheDarkSide https://t.co/THiUXhKb9g https://t.co/DYr6GdD67n"
153,1400591930296307719,2021-06-03T23:15:12.000Z,@BlindChannelFIN when is the day you follow back :c
154,1400591418238906371,2021-06-03T23:13:10.000Z,Saturday 05/06/2021 at 9pm (Finland time) you can watch it on mtv3suomi!  #BlindChannel #JoinTheDarkSide #DarkSide https://t.co/zhRtq2mjK7
156,1400580556111454222,2021-06-03T22:30:00.000Z,"Now playing @BlindChannelFIN , the Finland Eurovision entry which was the other metal band entered, and the track ‘Dark Side’  on the rockshow @gtfm_radio @BCfmRadio and @RockRadiocouk"
159,1400571886837379072,2021-06-03T21:55:33.000Z,NOOO BUT THIS IS SO CUTE  #blindchannel https://t.co/ORuJ7eSXpg
160,1400566742922018816,2021-06-03T21:35:07.000Z,@AliceBlack1313 @BlindChannelFIN I LOVE
165,1400548942635585541,2021-06-03T20:24:23.000Z,MOM I LOVE THEM  #blindchannel https://t.co/fFrWxSicWn
167,1400544288430243846,2021-06-03T20:05:53.000Z,"This Sunday at 5pm (Italian time) the frontman of #therasmus will sing with @BlindChannelFIN their song of Eurovision ""Darkside ""😍🔥 #Eurovision #DarkSide #blindchannel #finland https://t.co/BtQWeiyR0m"
171,1400534937825124352,2021-06-03T19:28:44.000Z,#nowplaying Dark Side by Blind Channel (@BlindChannelFIN) Listen now: https://t.co/ArYvuRiu1n
172,1400533099067416583,2021-06-03T19:21:26.000Z,"All Around New Music chart. This week there are some Eurovision entries including @thisismaneskin , @BlindChannelFIN , @TheRoopBand , @destinymusicmt and more! https://t.co/Fb1ldsxlsT"
177,1400507314298359818,2021-06-03T17:38:58.000Z,"During #Eurovision2021, #Eurovision, Italy, Finland, and Iceland were trending on Twitter in Canada! This shows the engagement in Eurovision in Canada! @TwitterCanada @CanadaMoments @Eurovision @BlindChannelFIN @thisismaneskin #Canada #EurovisionSongContest @dadimakesmusic https://t.co/AXRLhmZO6y"
182,1400494453278785537,2021-06-03T16:47:52.000Z,@BlindChannelFIN kinda wanna do translation lol but i'm sure someone will do it first or better than me but whatever
183,1400491965565779968,2021-06-03T16:37:59.000Z,underrated duo  #blindchannel https://t.co/CTJg0plxkM
185,1400489232309833730,2021-06-03T16:27:07.000Z,@BlindChannelFIN OH MY GOD I MISSED EVERYTHING
191,1400478741936099329,2021-06-03T15:45:26.000Z,@BlindChannelFIN Jihuu 😍 This show is a must 😂
197,1400467324637876227,2021-06-03T15:00:04.000Z,HOLY SHIT THIS IS GOING TO BE ICONIC #blindchannel https://t.co/SY4Ob9ZWZR
198,1400463753502552071,2021-06-03T14:45:52.000Z,"@BlindChannelFIN That's really Great, can waiting ♥️😍👏"
199,1400460397405114382,2021-06-03T14:32:32.000Z,@BlindChannelFIN i will patiently wait for someone to translate the interview &lt;3 go off boys
200,1400459065608736775,2021-06-03T14:27:15.000Z,this look is all im going to talk about for the rest of this year  #blindchannel https://t.co/pwzGITeuxR
201,1400456356386070544,2021-06-03T14:16:29.000Z,he loves... me... 🥺🥺  #blindchannel https://t.co/qwaWvxnLM6
202,1400455566040862722,2021-06-03T14:13:20.000Z,Joel is a mood #blindchannel https://t.co/5MMVPlz4NT
203,1400453185043505153,2021-06-03T14:03:53.000Z,"Joel ""life's a meme"" Hokka #blindchannel https://t.co/bfDlkp1FMs"
204,1400448999002296330,2021-06-03T13:47:15.000Z,again: idk what they saying but they hot  #blindchannel https://t.co/7AAnmjb6l7
205,1400442409620623362,2021-06-03T13:21:04.000Z,@5p7t10t13t15t11 @BlindChannelFIN YEAH DON'T BE COWARDS
206,1400440650005352450,2021-06-03T13:14:04.000Z,@oh_mybrien @BlindChannelFIN We already know you're reading our tweets so there are no excuses 🤷‍♀️
207,1400438314059059206,2021-06-03T13:04:47.000Z,@oh_mybrien @BlindChannelFIN YALL CAN'T HIDE THOSE GEMS FROM US
208,1400438090800455689,2021-06-03T13:03:54.000Z,New studio and NEW VOICE!!!!  #alexising #alexmattson #blindchannel @thealexmattson https://t.co/aVdxnfzJbA
209,1400437855378345989,2021-06-03T13:02:58.000Z,@BlindChannelFIN IF Y'ALL DON'T LET ALEKSI AND JOONAS SING IN THE NEXT ALBUM IM SUING
212,1400431734785822734,2021-06-03T12:38:38.000Z,FUCK YOU HEAR THAT?! This is amazing! Alexi please SING!!!  #blindchannel #alexmattson @thealexmattson https://t.co/OlDPv6KUBH
217,1400415228727341059,2021-06-03T11:33:03.000Z,7 finalists from the ESC 2021 debut on the Billboard global charts.   Dark Side debuted at #105 place!  #BlindChannel #JoinTheDarkSide #DarkSide https://t.co/RB31QITVMm
222,1400367080801595396,2021-06-03T08:21:44.000Z,Now I'm really curious what's going on there #BlindChannel #blindchanel #Eurovision https://t.co/BBHOMG3g7m
227,1400352470023475209,2021-06-03T07:23:40.000Z,honestly where is his oscar nomination? #blindchannel https://t.co/vZ8A1DTCnH
228,1400244285191168004,2021-06-03T00:13:47.000Z,#nowplaying Dark Side by Blind Channel (@BlindChannelFIN) Listen now: https://t.co/ArYvuRiu1n
229,1400223138919686147,2021-06-02T22:49:45.000Z,"Anyway, happy #Hurentag to me because I'm a whore for @BlindChannelFIN"
232,1400202342964895745,2021-06-02T21:27:07.000Z,@ZITTIESKIN @jikooksworld @thisismaneskin @BlindChannelFIN yesssssss pls
235,1400189152092733453,2021-06-02T20:34:42.000Z,@ollimatelaa @BlindChannelFIN OKAY BUT JOEL HERE🥵
236,1400187290413056002,2021-06-02T20:27:18.000Z,My nerves are on edge. I knock on things to calm myself down😰  ( Dark side - Blind Channel )  #blindchannel #alexmattson @thealexmattson @JoelHokka #Feeling https://t.co/mvxrx5wb41
239,1400179796601196552,2021-06-02T19:57:32.000Z,I DID IT!!! BLIND CHANNEL NATION LOOK AT THIS!! #BlindChannel https://t.co/ryzaqT9KDn https://t.co/AummVOP1vH https://t.co/HHH6sEUetB
250,1400152738479153152,2021-06-02T18:10:01.000Z,". @PalayeRoyale @thisismaneskin and @BlindChannelFIN being besties, just imagine that https://t.co/aScgw0EqLZ"
251,1400150441833414661,2021-06-02T18:00:53.000Z,I love this fandom  #BlindChannel https://t.co/ItMq4ARTbj
252,1400141753169162243,2021-06-02T17:26:21.000Z,HE POSTED AGAIN!! LETS LOSE IT BESTIES!! #blindchannel https://t.co/aPbaFVc6dM
256,1400137679078035457,2021-06-02T17:10:10.000Z,the interviewer just can’t handle them 😭😭😭 #blindchannel https://t.co/ACv4SLaTLj
257,1400133872734642179,2021-06-02T16:55:03.000Z,@BlindChannelFIN do it https://t.co/5xqAU1paD8
258,1400128226781958145,2021-06-02T16:32:37.000Z,the fact that they posted these at the same time.. #måneskin #blindchannel https://t.co/NJ75XDzBCD
259,1400123823836499969,2021-06-02T16:15:07.000Z,#NowPlaying on Metal Meyhem Radio right now: Dark Side by @BlindChannelFIN | #IndependentRadio | Tune in now https://t.co/2BizjEOPyy |  Buy this song https://t.co/cXCYjCkZEV https://t.co/OQGEFwhA6V
261,1400114199779553282,2021-06-02T15:36:52.000Z,"#DarkSide by #BlindChannel was added to ""Rock This"" Playlist, the biggest rock related international playlist on Spotify! Congratulations! #JoinTheDarkSide pic: Joel's instagram https://t.co/vDm0gPaXaU"
262,1400113529231974400,2021-06-02T15:34:12.000Z,"A big thank you to @PrimordialRadio for moving ""Dark Side"" by @BlindChannelFIN up to their B-List this week!  https://t.co/RL8DREhTlV https://t.co/6M9JYojkUd"
263,1400109746334666752,2021-06-02T15:19:10.000Z,@oh_mybrien @BlindChannelFIN NO BECAUSE THIS IS SO ACCURATE HELP 😭😭
265,1400107637799272452,2021-06-02T15:10:48.000Z,Follow #NordicMetal's video playlist for #BlindChannel and take a dive through their discography:  ▶️ https://t.co/OvpWhQLRHF ✋🏻Join!
269,1400094912461295622,2021-06-02T14:20:14.000Z,[Timebomb] I have a crazy idea to make a comic with these guys. What do you think about this? This art is a small AU 🧨#blindchannel #joelhokka #evrovision2021 @BlindChannelFIN https://t.co/nDiwhv7NWD
271,1400088427555602436,2021-06-02T13:54:28.000Z,"The city of Oulu, Blind Channel's hometown has been selected as  European Capital of Culture for 2026. Congratulations! #BlindChannel #Oulu #CityofOulu #EuropeanCapitalofCulture #Finland #JoinTheDarkSide #DarkSide https://t.co/a50yYdgnLX"
274,1400069748428247047,2021-06-02T12:40:14.000Z,NEW CONTENT AGAIN  #blindchannel https://t.co/jfhrrHzFme
275,1400068234041303046,2021-06-02T12:34:13.000Z,"@BlackLakesWill ok - what a show that was! not easy to pick a fave track, but it's between @florenceblackUK - #BirdOnAChain, @osatia - #WhenWillILearn, @BlindChannelFIN - #DarkSide, @spiritboxband - #SecretGarden, @conquerdivide - #Messy"
276,1400057796855468037,2021-06-02T11:52:45.000Z,"Im one of their top fans on facebook, as I should be 🌙🤭  #blindchannel https://t.co/jY5aJS7umT"
283,1400027346229415939,2021-06-02T09:51:45.000Z,"https://t.co/xCcPNuac7i @BlindChannelFIN I cannot recommend these guys highly enough, check this song out people because I am at this point, totally addicted."
284,1400020669098774531,2021-06-02T09:25:13.000Z,Oops I didn’t just buy a Blind Channel Shirt...@BlindChannelFIN 💋💋🖤
285,1400018857235030021,2021-06-02T09:18:01.000Z,"PUT YOUR MIDDLE FINGERS UP TAKE A SHOT, THROW IT UP AND DON'T STOP  I'M I'M I'M LIVING THAT LIFE ON THE DARK SIDE #blindchannel #DarkSide https://t.co/k75eEflyei"
287,1400015193481093121,2021-06-02T09:03:27.000Z,First @BlindChannelFIN in #Eurovision2021 and now this. City of Oulu is on a roll.
288,1400011686833233922,2021-06-02T08:49:31.000Z,PRAYING CIRCLE                       🕯       🕯            🕯                      🕯                   waking up            🕯        to an           🕯                 blind channel              🕯      follow         🕯                     🕯       🕯  @BlindChannelFIN
289,1400007237544955906,2021-06-02T08:31:50.000Z,the blind channel fandom is sooo talented like holy shit guys how are y’all doing this teach me your ways #blindchannel https://t.co/gN7460X2IU
290,1400007030426017792,2021-06-02T08:31:01.000Z,#nowplaying Dark Side by Blind Channel (@BlindChannelFIN) Listen now: https://t.co/ArYvuRiu1n
294,1399995837640589313,2021-06-02T07:46:33.000Z,It's the most favorite moment in this video🤘  ( Duality - Slipknot )  #blindchannel #alexmattson #Eurovision @JoelHokka @Alexmattson https://t.co/IfjF2SYU7G
298,1399934205006581760,2021-06-02T03:41:38.000Z,"@BlindChannelFIN Oficially joined the Dark Side, especially if there’s coffee 🤘🏼You have a fan in Puerto Rico 🇵🇷 you guys ROCK #MiddleFingersUP https://t.co/741hJCOzyT"
302,1399867056032526337,2021-06-01T23:14:49.000Z,"Blind Channel live at Le Pont Rouge, Monthey (Switzerland) 2020 #BlindChannel #JoinTheDarkSide #DarkSide  https://t.co/T6rB0BXblD"
304,1399866121470320645,2021-06-01T23:11:06.000Z,Blind Channel  - Metal Battle Finland - Live at Wacken Open Air 2014 (full show)  #BlindChannel #JoinTheDarkSide #DarkSide   https://t.co/uLt0x9nTOx
308,1399850085253627906,2021-06-01T22:07:22.000Z,I would hang out with them 🍻 #blindchannel https://t.co/yyoiEdOlbq
309,1399840981931933705,2021-06-01T21:31:12.000Z,thinking about this picture of niko  #blindchannel https://t.co/JOfWQmEXVV
310,1399837181716447237,2021-06-01T21:16:06.000Z,Wanna some English speaking moots 😩😩😩  #blindchannel
311,1399835852855922690,2021-06-01T21:10:49.000Z,IM LITERALLY OBSESSED  #blindchannel https://t.co/Gx3J6tXqr6
313,1399834026022686725,2021-06-01T21:03:34.000Z,"So... Good night, you, people 🤘🤘 #blindchannel #dejafu   https://t.co/OEMiZnvNfI"
314,1399832731173982212,2021-06-01T20:58:25.000Z,Would love to see these live ❤❤❤❤ @BlindChannelFIN https://t.co/IDq331Z5zW
315,1399827074647535616,2021-06-01T20:35:56.000Z,Left Outside Alone reached 3 mln views 🖤 #BlindChannel #JoinTheDarkSide #DarkSide #LeftOutsideAlone https://t.co/gP0IFT4us1
317,1399818688400969728,2021-06-01T20:02:37.000Z,@xkxrwx @thisismaneskin @BlindChannelFIN He literally saw God!!
318,1399818022026612741,2021-06-01T19:59:58.000Z,#TuneIn to @EGHRocks #radio now! ⇒https://t.co/aQGYmXtSH9 #NowPlaying on #HeavyEnough?Hour are great new music from-  @BlindChannelFIN @profilerband @smashintopieces @SBTW_official @wolvesdontsleep @DREAMEATERUK @THECITYISOURSUK #NewMusicAlert Info: https://t.co/44EeW6vIFp https://t.co/XygfFscp7W
319,1399817265973972998,2021-06-01T19:56:58.000Z,Last 7 days... I'm obsessed  @BlindChannelFIN https://t.co/nW9DAk8oXk
320,1399815389006254083,2021-06-01T19:49:30.000Z,@xkxrwx @thisismaneskin @BlindChannelFIN True Story!! 😂🤣🤣🤣
321,1399813502831824899,2021-06-01T19:42:01.000Z,update: yeah im 100% sure now he likes it... #blindchannel https://t.co/2Q8lXBhUCh https://t.co/smp8LmYqhy
322,1399806060655939584,2021-06-01T19:12:26.000Z,Playlist with all song from Blind Channel on Spotify #Spotify #blindchannel #BlindChannel  https://t.co/f3yH6EIjQ7 https://t.co/THVlE6rYyH
323,1399801140066369538,2021-06-01T18:52:53.000Z,Find 10 differences   #blindchannel https://t.co/kGWYMnHorH
326,1399780462332190721,2021-06-01T17:30:43.000Z,"I'M, I'M, I'M LIVING THAT LIFE ON THE DARK SIIIIIIDE  #Snk #eren #Eurovision2021 #blindchannel #draw #Fanart https://t.co/vbee22XcDR"
328,1399766943222095877,2021-06-01T16:37:00.000Z,@misshodipe @BlindChannelFIN ITS SO GOOD ISNT IT!!
329,1399764929771577345,2021-06-01T16:29:00.000Z,"nah, but why am I VIbINNGG so hard w/ @BlindChannelFIN post eurovision?!! That album #ViolentPop is insane  Shout out @AlyxHolcombe #Alyxplayspunk who's been repping from day one - of COURSE she would be one it first 😝"
330,1399760865239392261,2021-06-01T16:12:51.000Z,LOOK AT THEM !!!  #blindchannel https://t.co/9BYhh8g8gK
331,1399757308868149257,2021-06-01T15:58:43.000Z,"@BroodingAnanas Well that's as may be, but he could still have publicly acknowledged how fucking amazing @BlindChannelFIN #DarkSide  I mean c'mon Mr. S- credit where it's due!  #JoinTheDarkSide"
332,1399755267248734228,2021-06-01T15:50:36.000Z,@blindchanneI @BlindChannelFIN we have been lied to
333,1399754270220734465,2021-06-01T15:46:38.000Z,@oh_mybrien @BlindChannelFIN and then aleksi said they'd wear just tennis socks.........
334,1399750193357152268,2021-06-01T15:30:26.000Z,message to joel hokka: please don’t die !!   #blindchannel https://t.co/rrQnIYQJ7Z
336,1399741403102593029,2021-06-01T14:55:31.000Z,"remember when blind channel said that they would wear ""less"" for the eurovision, we're still waiting guys (cc @BlindChannelFIN )"
337,1399741058691612676,2021-06-01T14:54:08.000Z,Joel's voice from @BlindChannelFIN is awesome but seriously the band is amazing. 🥰❤
